"sys_loadingid","sys_cdc","sys_checksum","bestellungid","kundeid","allglieferadrid","bestelldatum","wunschdatum","rabatt"
3,I,0xf6c4aad938bda29ef7796ab8834f1472896ad75cef2c58a8f2191eb37752f474,1665,"121",674,2022-03-19,2022-03-19,0.00
3,I,0x40df4cab6ccee8cc05413a56b8dfa8d47a4f2cd80617a9bfd6823be4c9b041bd,1666,"122",639,2022-03-19,2022-03-28,3.00
3,I,0x35cba17524e4cacc69e0ea11adbe78c6e95b2ec2d8d3075fee8af4fc6e86f31a,1667,"122",643,2022-03-19,2022-03-30,3.00
3,I,0x95536aaab7496c32694500097e30b703be6bf7b1b6290877dd034f404972e0b1,1668,"122",722,2022-03-19,2022-03-25,3.00
3,I,0x69ddc77ea7c2713ad89cf9d96b245cb31a9ca75d9338382c147f89eadc066637,1669,"123",121,2022-03-19,2022-03-23,2.00
3,I,0x01ca8ef3c608c6cf6b772b69a083c24b5d390847839de2aef2e0cd0b95e476b4,1670,"123",167,2022-03-19,2022-03-29,3.00
3,I,0xbd936137a883cf579e152f375d487f8d78d20a51ff94b47fbb2c9f2613ce3250,1671,"123",388,2022-03-19,2022-03-22,1.50
3,I,0xf938086c605d02da8a8be450207aba8369d2a20cf77da1e1ee6d4967077ffb94,1672,"124",118,2022-03-19,2022-03-20,0.50
3,I,0x63fbf6c138a5e79452141ecd4a7cea86b388f7e35dec87dff18f042df9bdb319,1673,"124",280,2022-03-19,2022-03-24,2.50
3,I,0x9d13f0c0dd87ab692e5dd14879130084db32339eef420709b0daaf6223bfaf04,1674,"124",741,2022-03-19,2022-03-28,3.00
3,I,0xfe4634c65777de90323433c890e0360c994118f8644c7bbb4cea417240e1077a,1675,"125",139,2022-03-19,2022-03-29,3.00
3,I,0x808624bda15071ca5e58f922d92007a86fb5ad027221088bee5d7364dc929a80,1676,"125",270,2022-03-19,2022-03-19,0.00
3,I,0x7ca5e65ffcecea59dc75645ad0fca7907138fa0a4af27d90ad235d8f8002fe29,1677,"125",791,2022-03-19,2022-03-31,3.00
3,I,0xe32b018ddb90b7ab97a56c7ed2926916d756cdb43e2ecdd69f0bfbf397a83b72,1678,"126",206,2022-03-19,2022-03-27,3.00
3,I,0xd79103361f26f5110109a81e4845cb0479cbb4adbebdec36e4ddd09e825704e5,1679,"126",436,2022-03-19,2022-04-02,3.00
3,I,0x07687f2d4c1977b065c10ff1d7c17f7452136c66720f3a52e7053cce2bc53907,1680,"126",632,2022-03-19,2022-03-19,0.00
3,I,0xd64910ae68be8c736bf9a4db34259e2972ec42e6bc5f693a240ed32a7a093dfa,1681,"127",42,2022-03-19,2022-03-31,3.00
3,I,0xbc1508c347b56180c5a6793f1681c175027ee9042f44c7343a29a68daa804ee7,1682,"127",335,2022-03-19,2022-03-29,3.00
3,I,0x96a09f98c5f0987e33a5ef3b3a6ff3193ae283957d41b11a266d90c951c847dd,1683,"127",468,2022-03-19,2022-03-28,3.00
3,I,0x78c7a1a830efae8494fc2e888b9c60c43ff06ddbe200202d3b260f4c05baf444,1684,"128",92,2022-03-19,2022-03-27,3.00
3,I,0xb648d2ce4fb4c08158169319d03ee77773f922fcc45b3fa1da7d117b95a6d913,1685,"128",499,2022-03-19,2022-03-24,2.50
3,I,0xb29246a05c239192b2f205c56b7dfacaf4eab34170127beb46da8c9f33d751c5,1686,"128",783,2022-03-19,2022-03-22,1.50
3,I,0x6cb2032749fbada10161648658473e1e853a48d058f3f263853f6f97c3a7abbd,1687,"129",178,2022-03-19,2022-03-20,0.50
3,I,0xc3919957524e63dfec91ad1c5431e4ead942ba6ec96c7f1326f6da1fbc311634,1688,"129",181,2022-03-19,2022-03-27,3.00
3,I,0xba96afd76d8cd914fbd4b7e0444efff3f7a3dcff1412393db2b181d2250918d1,1689,"142",267,2022-03-19,2022-03-22,1.50
3,I,0x220b4e31bd1bdbef1cbac41307c82785a610a7c04f4d018d57acd34d92655cbc,1690,"142",567,2022-03-19,2022-03-19,0.00
3,I,0x877aea758f0192632bd5dcc0799cc24ff7bf1a7cfbaa1bc3256dec3e17605f1b,1691,"143",330,2022-03-19,2022-03-19,0.00
3,I,0x2108a600577a7de12f5ae376ff88d4655427497dfeed765f4c9148010fef5972,1692,"143",532,2022-03-19,2022-03-28,3.00
3,I,0x169b18b06d73a4b06066a3f944a7619bfa71315a08ca4f500b25f6860becb4c4,1693,"143",781,2022-03-19,2022-04-01,3.00
3,I,0xd5b2d5d0931246baf7909be635a414cd04206210c3cc932d947b9b40d1e6b104,1694,"144",314,2022-03-19,2022-03-20,0.50
3,I,0x74308fb177c575991275dff5c767a73e477d28ebbe3a2f1fe8462b188ee59c21,1695,"144",341,2022-03-19,2022-03-19,0.00
3,I,0x013f8b3d584ed7f6ed7f6a3ce002330faf22e1285a0d3494518a36ccc95b1bf3,1696,"144",614,2022-03-19,2022-04-02,3.00
3,I,0x5323c147b5334f63941983b6ca4f71e4c4624c6b9105a8070d303952fadb67e3,1697,"145",179,2022-03-19,2022-04-01,3.00
3,I,0xa3b0ee866c7d3174f5e43d8cc6d781184790686e27ed5fb579f43bd0aa997abf,1698,"145",343,2022-03-19,2022-03-28,3.00
3,I,0x6ed5bf7f35e5179123f2dae63b143c777f093310bf8babfe796430c21b6883c9,1699,"145",438,2022-03-19,2022-03-31,3.00
3,I,0x13df1eb9f27c2490f544e56282d9579b895152f887c48366b966b16e34e06277,1700,"146",55,2022-03-19,2022-03-24,2.50
3,I,0xb964acb28e71edc8ef7cb3e253e43217153c57d6d352f713bf2079acb92e1397,1701,"146",393,2022-03-19,2022-03-22,1.50
3,I,0xac4218e54d735b0e9e437a79498a4067ffa0234023573ba17cb57a8b96fabfb9,1702,"146",725,2022-03-19,2022-03-24,2.50
3,I,0x80682157c52b31797ac5c8152f1daedbd6f95a71a95ecf78eac61f063c846de3,1703,"147",102,2022-03-19,2022-03-25,3.00
3,I,0xea059d2e96d7a315494b3d201817be62439a25a92971ea57a69d7b249bfa2980,1704,"147",415,2022-03-19,2022-03-19,0.00
3,I,0x2ea800fae59f2c581bc7b6a8816df417abface68257f7ab120f8fe4fdef19985,1705,"147",598,2022-03-19,2022-03-29,3.00
3,I,0xf71088e3a02fc3c99275b906ddd9f2b373c209a0a17ae5700cefceb56cb27a92,1706,"148",284,2022-03-19,2022-03-23,2.00
3,I,0xc695b1f9a1f50fd84f34e80c366d638c11036b162f58887307508c70ecfd2988,1707,"148",293,2022-03-19,2022-03-25,3.00
3,I,0xfd4cf66b0ca18cf1c320fb3455ca2544a2d19bbcbaf9e4f6b9545d5dece9563c,1708,"148",696,2022-03-19,2022-03-22,1.50
3,I,0x259c72cd9cfe92a3e7475f79edcaf1ffcdee8fe434e23812ce38ae8d3c9381ce,1709,"149",574,2022-03-19,2022-03-30,3.00
3,I,0x82cd49005b91ce8926fac841d2477cb3b1e4e568aad9f40fea98368c9efae82c,1710,"149",595,2022-03-19,2022-03-19,0.00
3,I,0xf856769c6b1202ec46ce52440f866bd2e72709df834030b354b699070e1061ea,1711,"149",775,2022-03-19,2022-03-29,3.00
3,I,0x29a75f600b418c3c1fe99c994d020bcf78e5a23e0ed459fe1b0ccd55c3a16c19,1712,"150",539,2022-03-19,2022-04-01,3.00
3,I,0x0b494c59b86b7bae7134266e84e0a4834b94ac88ee5666ac4581f65c629758a3,1713,"150",633,2022-03-19,2022-03-28,3.00
3,I,0x3471f7fab1712ac26ea8ce057e0ff91fa3a5d8e9b2c434b7fad3f6333ae67578,1714,"150",671,2022-03-19,2022-04-02,3.00
3,I,0xc5e81222220a7b3b386f89509ae0f20fcd960b7df463913488af698ef6a03105,1715,"151",180,2022-03-19,2022-03-19,0.00
3,I,0xa64ee7718572fa83ec17a74494a3c69ac77216ac2ae2a48fa92ee3863f5a24f2,1716,"151",656,2022-03-19,2022-03-25,3.00
3,I,0xe650c3a50f0adc2d28b00af80ae797b3fd8126e410dc4fc69d0532021fddd42b,1717,"151",797,2022-03-19,2022-04-02,3.00
3,I,0xc05941b5e23ab52f055f5cb19021a641f02f83cc2f9bd5ff2a028b100e246f65,1718,"152",26,2022-03-19,2022-04-01,3.00
3,I,0x6c76ba8763f33b2d3cafbb0a12f8e3bda1aa6d45111bf2104e36c223c22dac8c,1719,"152",597,2022-03-19,2022-03-22,1.50
3,I,0xa538ac772afd5e56e4a99275b939160e6603a1c990cd9b35ebc7a580669b21e9,1720,"152",669,2022-03-19,2022-03-19,0.00
3,I,0x9cba1e4ec7f080e0e397725f29dd31224b38f9824bd35c1b2f0689ea1919edf0,1721,"153",98,2022-03-19,2022-04-01,3.00
3,I,0x6cbac5a7b940ebc4dd5ca75cd1e8ef9dacf6a34ab9b64e94d6bd3d1f566417d2,1722,"153",137,2022-03-19,2022-03-28,3.00
3,I,0xcc99fb92d9e353b60ede0033a41c7f11fd882ed8f0645aeaefd7f5cad85170bf,1723,"153",591,2022-03-19,2022-03-22,1.50
3,I,0xd15adf6ef5d876e329dd8045fe80323f486516c582f4186762ea87d1d4b40ba1,1724,"154",160,2022-03-19,2022-03-24,2.50
3,I,0x39ca1d4b9724b0a4a1ba95f374235a806d5be05c03b2bc3a884f4d2e5725cbce,1725,"154",473,2022-03-19,2022-03-19,0.00
3,I,0x0bf17739de9d0b690ec7a985e0dc192c0c7d888c6506fb68a2d52f5802e5552f,1726,"154",501,2022-03-19,2022-03-25,3.00
3,I,0x67d19eeb9e89c07088fcb15c406afdd5b26befd6316423216b5ff75ae7510501,1727,"155",51,2022-03-19,2022-03-31,3.00
3,I,0x21dd90197a8a3f931b7805d3f8d5228fa8705133969eb9a1ca9c621a32d1a010,1728,"155",82,2022-03-19,2022-03-25,3.00
3,I,0xf0b65420bb64b07b6ce8eee16a5a841cd4703e51ba7f929ae8f476a3b89bb2af,1729,"155",586,2022-03-19,2022-03-23,2.00
3,I,0x1469e6f584468bba9d8af3343dbe6f1dffd03b62e33e076c0d8d8fbf9e644bc6,1730,"156",248,2022-03-19,2022-03-29,3.00
3,I,0x0825a7f5ed5de7df149753952d41b153c0755de5f5bbff171df5c824af51acc4,1731,"156",407,2022-03-19,2022-03-31,3.00
3,I,0x0fdadbbd6f065a6c6742e8cb80d0f209ab094c6d5160c2de671cadf0b78fbdc0,1732,"156",794,2022-03-19,2022-03-27,3.00
3,I,0x3cad664517413f71a48a8e68fd0d8ef45e8014332a45142aa03f6fbfc9ee789a,1733,"157",605,2022-03-19,2022-03-29,3.00
3,I,0xd559f12251983b8714e8eec9b6432a47da4cf72dcafa719aec2e41f792d64a51,1734,"157",619,2022-03-19,2022-03-25,3.00
3,I,0xb07937f748ee03e70376ab5a91d992550b68e9982c1c39ec0cff69c4280ef989,1735,"157",690,2022-03-19,2022-03-19,0.00
3,I,0x046a8f9b3597cf68002a482b4ff6f3d4686c93271f244152596c71dc47c050af,1736,"158",225,2022-03-20,2022-03-20,0.00
3,I,0xec5ef14a7041679a024258a8becfeb6f2cd98e3b1121fdf85e124b4c31fce895,1737,"158",582,2022-03-20,2022-03-29,3.00
3,I,0xecff4aca1abefa5a2e575bafa3f8db3eac3a08244d5bda2bc44c2ba79f625647,1738,"158",700,2022-03-20,2022-03-30,3.00
3,I,0x9e0790e8071767a91d0ac9962e8b372655e664fb1d16e525db255fdb4ffc75f6,1739,"158",907,2022-03-20,2022-03-28,3.00
3,I,0x49dd6778490317afb6db05e4cb2da688b862495832f9a04a0127d01b574a3a54,1740,"159",95,2022-03-20,2022-03-20,0.00
3,I,0x01d3bdcb63182e3976b71a0a4f1df8cf31678399f9e55900de60e65ca62a9767,1741,"159",110,2022-03-20,2022-03-25,2.50
3,I,0x216d2814de3bb8cbfedf089005ef9407f9fbf1b03723805e0656a27846697c72,1742,"159",418,2022-03-20,2022-03-31,3.00
3,I,0x20ae9cdcc38580042cab2569e84578ce4cf919213e17d70b1217af499e8f7e3b,1743,"160",174,2022-03-20,2022-04-01,3.00
3,I,0x7378a5d54bbcb55728366091ef39a1f9c185a029fd5dd974b8e9ffc5ef0b8aeb,1744,"160",303,2022-03-20,2022-04-01,3.00
3,I,0x73695249679bdcd7a20f018a904f19e334d1ffc8e5286d4da9de6fe97c745133,1745,"160",767,2022-03-20,2022-03-30,3.00
3,I,0xa4f13c52383ab84ea9cf2673f16a1f34af6ba218131def87d8d2e507186358a7,1746,"161",76,2022-03-20,2022-03-26,3.00
3,I,0xc40cc36cf6fdfed54092fa02f7dffe040f3bc780c4e3b34caef808088dbf28e4,1747,"161",219,2022-03-20,2022-03-23,1.50
3,I,0xae1bdf5856c2d57f168326efc19e896508a72778dd1e38904cccbc960ba787e7,1748,"161",302,2022-03-20,2022-03-21,0.50
3,I,0x3367fd30741ac32bff38f7ca139679d7aeb2c64e1647aee93ab7fd58d60b04f8,1749,"162",242,2022-03-20,2022-03-23,1.50
3,I,0xbdb75d935f78781e40d41e379394383c17acb6ff45a5e4be8f87c5d939d0887c,1750,"162",451,2022-03-20,2022-03-30,3.00
3,I,0x8f048d664796c7180542846f2d88c7425d1827a35a1d46b297dd8cf28ed507d4,1751,"162",488,2022-03-20,2022-04-02,3.00
3,I,0x3fa438b5519b06a477f6473208f0fe8a262fb8bc3eee4c7e5d573a297333591a,1752,"163",68,2022-03-20,2022-03-26,3.00
3,I,0x873eea85cbb85c0558003395ef618237c92e84aba905fc1de30ab0505c0ada98,1753,"163",320,2022-03-20,2022-03-25,2.50
3,I,0x27d5e2987163769e5547bdb447152bb4347a4cb1122942164eb0ef9ac544ca69,1754,"163",663,2022-03-20,2022-04-01,3.00
3,I,0x730c51c5c4708cdf646d462685d32604111b3873ba2f1da982b6a88cdfd114e6,1755,"164",232,2022-03-20,2022-03-20,0.00
3,I,0xf08f213b38958a3f930bcbde966febee0467ae7a91a18c56835bada045b4359e,1756,"164",602,2022-03-20,2022-03-22,1.00
3,I,0x1204258cf8c19f1452645e145092e383c04f238320a4e3613a3605ce44180759,1757,"164",711,2022-03-20,2022-04-01,3.00
3,I,0xf78c4d62086ef7b778d49df4daa283e2eeca597dd0ac5dd58feb67e8e53ee054,1758,"165",108,2022-03-20,2022-03-29,3.00
3,I,0x5b220ac1a9c066e3b7e519224fd1237bf857139a845ad7b82699e662b0777896,1759,"165",231,2022-03-20,2022-03-29,3.00
3,I,0x5e4bf0847141c0a8706a2041aa2c2e674e2df8373597511e31c4f489834ee208,1760,"165",590,2022-03-20,2022-03-30,3.00
3,I,0x1972ce60ea8932ce1a745488d1717ff7dd9e74563c068f6f1bf2375a59bcabea,1761,"166",12,2022-03-20,2022-04-01,3.00
3,I,0xa01bcc28f3bea985c0ba5368de16b3e6287bd595c40de2fcf0571117079489a1,1762,"166",129,2022-03-20,2022-03-23,1.50
3,I,0x70633093bb2fe58bb7d86633ea6908eb1d4b886c9ab5b310c65306516a631040,1763,"166",457,2022-03-20,2022-03-31,3.00
3,I,0xac2b306f6a6994c4eb560d0fcfd28083e0a05a6ee4de7e3c7749f691da3f9064,1764,"167",369,2022-03-20,2022-03-26,3.00
3,I,0x0cc06a06e698fcc2d6d7ad975ec751fa5d1595c9bc5447a5b8dee642d4a4dd89,1765,"167",375,2022-03-20,2022-03-20,0.00
3,I,0x6bab24baf55e5bac3e91ec88c440a26a199499a24e1a9a5236d21dc6500a32d7,1766,"167",782,2022-03-20,2022-03-27,3.00
3,I,0x2675f47a4e446952a8b5d4f2f3e36d133db890888c757e09a2f2e896416d8bfd,1767,"168",647,2022-03-20,2022-03-29,3.00
3,I,0x2a4d852aa42add49bb928c033af44fc045e54c7cd05199c8cb516e2c3483fee5,1768,"168",648,2022-03-20,2022-03-29,3.00
3,I,0x5321e8a0a3ffea20bf6ba0ef26e612a440d8d38d19d72cc8ec605b13838daa60,1769,"168",732,2022-03-20,2022-03-23,1.50
3,I,0xcf9ce3e7e54f74d0904da63503f2d49495d2f730af2195777e27ae5e4c4ebb1e,1770,"169",244,2022-03-20,2022-03-20,0.00
3,I,0x5e162cf6b22b0c9b5d8b9b45c366fcef1c2d4784b2c484f1b5d6719a6f479df6,1771,"169",512,2022-03-20,2022-03-22,1.00
3,I,0xbee2110ec7fb0da78c132f872b43e964b0dd43911aacae9149a7b4215fdc3c2d,1772,"169",716,2022-03-20,2022-03-27,3.00
3,I,0x2ebe34620b9a4270702b9ddf081ed69eaaadeabb7c5080b8f6b1914d190a958b,1773,"170",83,2022-03-20,2022-03-29,3.00
3,I,0xeab8183741d92c944d581cfd889f83a9cd9cc7dcb97079244ae751c376770b0a,1774,"170",486,2022-03-20,2022-03-29,3.00
3,I,0xff11dde95f292891dbc4fc5e1dd08e3f6840dad6f0a886b69c02e0dd841b1caf,1775,"170",676,2022-03-20,2022-03-25,2.50
3,I,0x4d462feef63a9e1298f06db6eed60ad6678f2686008f26715da4e5debca786ef,1776,"171",33,2022-03-20,2022-03-23,1.50
3,I,0x8d843188ae302a860102f41a822ab0ae4f00467ed815a9ecfbf559b16aecfc1c,1777,"171",300,2022-03-20,2022-03-20,0.00
3,I,0x42adad76fabe553ca9fc241eefeb72b7ee1416722aef5d969a173270ac59c9e2,1778,"171",381,2022-03-20,2022-03-23,1.50
3,I,0x4b985dc194841b3731d2f046c7299ab578e3927d4af4335c358d4c9db986884d,1779,"172",107,2022-03-20,2022-03-23,1.50
3,I,0xc8d73b0fe0a294515d62f7f57c5a6534b1b95faebaa836a9bbbe812a0df671f6,1780,"172",190,2022-03-20,2022-03-30,3.00
3,I,0x8fc4f8496526768174cbfe16365f8c1a1b7c82260e46be1c72dcb663f96984f9,1781,"172",309,2022-03-20,2022-03-29,3.00
3,I,0x223b65d1cc21e73a35f97af1e0355b8573035f1d66f593565ee32be54290ec2e,1782,"173",410,2022-03-20,2022-03-20,0.00
3,I,0x297b4a66a1ead0837f2664333852f360c3210154fe2f672fa869d8aa72eac778,1783,"173",546,2022-03-20,2022-03-23,1.50
3,I,0x25b01df7205c114539d55ae046070d730c7aa14377c3cb99cf7e2c08ec8d0d03,1784,"173",724,2022-03-20,2022-03-31,3.00
3,I,0xfabe5c4644aa14b4a7a473cdac5fb3c7d516e1ccc22704ea449c42cc3cf24808,1785,"187",454,2022-03-20,2022-03-20,0.00
3,I,0xfb20d151853e2646a04a27c133e13f5d9e18f63a9931c9c878d20cbb53dad081,1786,"187",556,2022-03-20,2022-03-21,0.50
3,I,0x6a7462339fc58d814b23e61667fa7610c945325f303a16c278e0d9274d770bdd,1787,"188",216,2022-03-20,2022-04-01,3.00
3,I,0x017018bf28f190ea9a057918a9b8be3baef2db5658b85636a05c576257b55438,1788,"188",698,2022-03-20,2022-03-29,3.00
3,I,0xb19f0470d538b82ddb9107e33118491a402eb316a7691fedb932d0dd48eb7e4c,1789,"188",787,2022-03-20,2022-04-02,3.00
3,I,0x3db7d4adf1dee51f9c6cb60c31336cb5051257c0cb38b6c3c3adadbd9716dc48,1790,"189",52,2022-03-20,2022-03-25,2.50
3,I,0x330122a9cce1a78ce9bd2ce4df23b9037a73e0b5c369185ad5d8599fe0b31730,1791,"189",198,2022-03-20,2022-03-23,1.50
3,I,0xfe8ddcc23d4e4413d6333ec47293dd735b7ee176dae39b11e758b9c0aec99783,1792,"189",489,2022-03-20,2022-03-23,1.50
3,I,0x2815fac6ad0d25c4a2413966a82f5de21fd27f3f68a092136e32e6bff47da38a,1793,"190",88,2022-03-20,2022-04-03,3.00
3,I,0xea938f7460c8c771df65c9a193bf91e40ecbde8007f343005da84fef6289c490,1794,"190",142,2022-03-20,2022-03-23,1.50
3,I,0x0ed18bc6d575b503e13842744753437d5aa9855f28027c839b63c29d476fe8f7,1795,"190",163,2022-03-20,2022-03-30,3.00
3,I,0xa94ba3db211f89eb9958dc7b5801e48418249ae8f12c54d79407c38523d658be,1796,"191",359,2022-03-20,2022-03-24,2.00
3,I,0x61f22cd8483ed4d1042f51111148be90120c60603f0477501a5f7b5782030acf,1797,"191",430,2022-03-20,2022-03-20,0.00
3,I,0xf28f89b5e303cff52b806a904d1ecb4a52e789cfedf25991b329152869bd046f,1798,"191",439,2022-03-20,2022-03-27,3.00
3,I,0x80574e622a9929e9ea7363d54b527efcbb167e3c43105d9e0e2df739ce87c2c6,1799,"192",332,2022-03-20,2022-04-02,3.00
3,I,0x09b93bea770093e5c8ef1bc4852ec6c50773f1247fcb176c0d052c86aff2f714,1800,"192",660,2022-03-20,2022-03-20,0.00
3,I,0x5d7291f0c219547cd0595af5187305855d99e606cabf84513a0bd21e02ae174d,1801,"192",733,2022-03-20,2022-04-02,3.00
3,I,0x6848213888e18d22554d2f3951edb72e5536e4d9b4a5087aeafde3e61407d1dd,1802,"193",201,2022-03-20,2022-04-01,3.00
3,I,0xe7391ab251b7232f4b3d6eb0ae54b83bb18f1b03941ae5a55b30a4476c3365a0,1803,"193",446,2022-03-20,2022-03-23,1.50
3,I,0xac04020d06be12a5396cf0d110a41d7e6874af986e75631c2df77975a2b68e71,1804,"193",563,2022-03-20,2022-03-22,1.00
3,I,0x7e7e9f5ea384ef7c48d4f494a0c4f8a0aa67968ad8b4c08c8e29dab17fdc7232,1805,"194",345,2022-03-20,2022-03-20,0.00
3,I,0xa1186425c43d3596cd5cf2999ce1aaa246441e82efb34cdefcd29b516a2e71b1,1806,"194",406,2022-03-20,2022-03-26,3.00
3,I,0x2f4fea7a0c0528dec382c286a61f8a02cae2be274ef8a95478a91b9d257c95c0,1807,"194",519,2022-03-20,2022-03-23,1.50
3,I,0x4c63db3e25e9e5d437c0224158caa3592078ab964bd8935541a246840d1c8a4c,1808,"195",34,2022-03-20,2022-03-22,1.00
3,I,0x7b72d2851950ce84f03a6b3c99d8c386c557c596525ea1d19460fe3d67034f88,1809,"195",186,2022-03-20,2022-03-29,3.00
3,I,0x2d131adf1ad65658e3deaac7c1fbb478c02f7eeb811825a2465f64edd7e259cd,1810,"195",299,2022-03-20,2022-03-25,2.50
3,I,0xf28bd92c6dfe126746eb7c48811bfc1b4754b41ab5429740ad896a22d84fb6e2,1811,"196",146,2022-03-20,2022-03-21,0.50
3,I,0x5b3175949012728134350bb8144db436df52a1b08d4fd5c46931b8858d961810,1812,"196",340,2022-03-20,2022-03-20,0.00
3,I,0x8b2fa54410309a0e1f3df1109ac3b491f533750d174b7096761b9839f4d1235b,1813,"196",349,2022-03-20,2022-03-27,3.00
3,I,0xbfe93dc1a4f53addba40d26de92fd47e9f9d357dcd4dab99d37e7cfe6b8f548b,1814,"197",258,2022-03-20,2022-04-01,3.00
3,I,0x146cef7f8f4d73a6a674542ba62691a4d0b3948807ef09f6b68a1c7480765c01,1815,"197",283,2022-03-20,2022-03-20,0.00
3,I,0x295f05c55b5a920ab024d21cd218def7d233fdd3e4f32e81ddeb1cea59fff143,1816,"197",743,2022-03-20,2022-03-28,3.00
3,I,0x016255f8f7395b57f7c183be3680a3477040010cbce4cc8f86a411aba173b385,1817,"198",328,2022-03-20,2022-03-31,3.00
3,I,0xdda939b325ad02cdc2139c88434e4e6ea8ca5856e053f48547b8dfe51ce5663c,1818,"198",371,2022-03-20,2022-03-23,1.50
3,I,0xf76478cf2fa0efd6fbe4a3d4fd772cc92732c297a6bb7843a272d280ec2da689,1819,"198",714,2022-03-21,2022-03-27,3.00
3,I,0x826213d443cd9e65be7938430a8749ebe6e59cb7d36a1aeb18887d08d53f9953,1820,"199",268,2022-03-21,2022-03-26,2.50
3,I,0x27b76861e63325664bd979fbc46c5ae02bcdc09b46b9b0c3246a93450e57bfa7,1821,"199",305,2022-03-21,2022-03-21,0.00
3,I,0x5edb8bbf5b79241cc028205b40fecfd2c95f2627f6ee048dff8df990359aac55,1822,"199",481,2022-03-21,2022-03-28,3.00
3,I,0x0990e5c910566914de874246c24cb9fc21a378ddcbdb7e39d4e7de2898b28512,1823,"200",44,2022-03-21,2022-03-28,3.00
3,I,0x38a0647bacb2b0b8ec5a9b06dcba3335a31da1a57ad9a4b8e72dc828d6b2bd0c,1824,"200",470,2022-03-21,2022-03-21,0.00
3,I,0x9a0d42b9120fd5d15a18bc6c6a7f554f1820b92db17a75900b227697aa2fdc6f,1825,"200",800,2022-03-21,2022-03-26,2.50
3,I,0xc9565d309e588e6b0e5e0abb3128123faddb1cc4d1b9bb4485e09f4f12daa988,1826,"201",441,2022-03-21,2022-03-27,3.00
3,I,0x99d6e8bcb08171f98c20920244ee80f112e8ed044dce75bb2dff9ebb8e46c9e4,1827,"201",477,2022-03-21,2022-03-30,3.00
3,I,0x543c9886f4f038f125f94bd9aa932e022a0bdbaad588184581eb5dafadb5b89c,1828,"202",279,2022-03-21,2022-04-02,3.00
3,I,0xd6c8d5b7cb5c1e26fe3ac216197a401c650622303b17aed164771189ed23a892,1829,"202",796,2022-03-21,2022-04-04,3.00
3,I,0xd7c16f731fd34c19a51ff9cb33596ff4651652c33c884c932ff76567dc3cf6a5,1830,"203",450,2022-03-21,2022-03-21,0.00
3,I,0xcfc2f7a6a0c6ec22fc2a9be089488611dcb9316d9bb4202409337e759be3e696,1831,"203",764,2022-03-21,2022-04-04,3.00
3,I,0x15f71df71e4f4ad95988d4dfb071fdd32ceb7e653c0dd7448f138aa6e8cbaeb8,1832,"203",909,2022-03-21,2022-03-24,1.50
3,I,0x87fc5318b4f9f9020060a71c7434222af677f717d9aff4ef865bd75b134d65b8,1833,"204",522,2022-03-21,2022-03-27,3.00
3,I,0x47c7737c8ff54e7d9efbb186b97882996b998c3a505024856197777ed60d555b,1834,"204",771,2022-03-21,2022-03-30,3.00
3,I,0x612a7a61a5de040086c9f858e035776508e1a6c0d646e3be5d98100b77d2b10a,1835,"205",97,2022-03-21,2022-03-26,2.50
3,I,0xab2d7325689d877f1a2b4d6b947d26a122c2311117623f686284ce78ca8630bb,1836,"205",362,2022-03-21,2022-04-02,3.00
3,I,0x072b69fd05ceec1e94557e1f35523b1aa15022bb27e53dd6f9b8d9456c3df394,1837,"206",65,2022-03-21,2022-03-26,2.50
3,I,0x871615871818a0cb918b3888ff5c38570a5876701f43966ac20acccb0c4a82a4,1838,"206",635,2022-03-21,2022-03-31,3.00
3,I,0x7c254cbb5e6e3c56979a5d4da254d672870d71de51bb402763a64d0e4d9612e8,1839,"207",15,2022-03-21,2022-03-21,0.00
3,I,0x0ffcbf4f5b79fdb6fbd1baeac0627eb73c0a2b7b6a2548fc82d8cbcf4465944e,1840,"207",452,2022-03-21,2022-03-26,2.50
3,I,0x5adfe05ab05fa4be18f74a957f26040f8d2ea72996af2f75055cb2e3f9be330b,1841,"208",379,2022-03-21,2022-04-04,3.00
3,I,0xf99d867b3e8a9731c3d8500110faa7e33e314b8091b22dccfadd12878683eae0,1842,"208",535,2022-03-21,2022-03-21,0.00
3,I,0x52f0288a4b1543d55927a387a533b861129846a9fbcabe534dbf8b1162efe8cd,1843,"209",126,2022-03-21,2022-03-24,1.50
3,I,0x6658ec248877d6676ea17c6268d7a43a59b493814481ccd5dbd84f2ae84069c1,1844,"209",155,2022-03-21,2022-03-31,3.00
3,I,0xb5676d05c204c3b3c5560f13019c6ccd24a1739463217b962bfd4cbf1ad05c42,1845,"210",133,2022-03-21,2022-03-21,0.00
3,I,0xae026051f514f096fbb96dbd1d1c96fd778769f49487ab52175f0d9879f23d37,1846,"210",637,2022-03-21,2022-03-28,3.00
3,I,0x21a6a2cfddd168bea14476abb691970b5ac2c8b71c821d60810565e45847fb3d,1847,"211",649,2022-03-21,2022-03-29,3.00
3,I,0x128eb842e69627ae20a243c1333b1c4e6a6c6b124ab4bf3eaead71a336554620,1848,"211",704,2022-03-21,2022-04-02,3.00
3,I,0xed2924cb69761742f3e56448bf27d69933718867c2ad3b4d7a7fa1382ba6309d,1849,"212",192,2022-03-21,2022-03-24,1.50
3,I,0x262b9b7637aaa59fe866614a19cdc788fdaabc92811270fdee9f6d76593ecefd,1850,"212",444,2022-03-21,2022-03-21,0.00
